calc post impressions unique,Calc Percentage consumption unique,calc post fan engagement percent,calc total engagement percentage,calc total reactions,calc shares as a percent of engagement,Created At (Days),Created At,Fb Content Piece Id,Fb Id,Number of Records,Post Consumption Other clicks,Post consumption link clicks,Post consumption photo view,Post consumptions link click unique,Post consumptions other clicks unique,Post consumptions photo view unique,Post consumptions unique,Post consumptions,Post engaged fan,Post engaged users,Post fan reach,Post impressions by story type unique,Post impressions by story type,Post impressions fan unique,Post impressions organic unique,Post impressions organic,Post impressions paid unique,Post impressions paid,Post impressions total unique,Post impressions total,Post impressions unique,Post impressions unpaid unique,Post impressions unpaid,Post impressions viral unique,Post impressions viral,Post impressions,Post negative feedback unique,Post negative feedback,Post reaction anger total,Post stories comments,Post stories like,Post stories share,Post story adds unique,Post story adds,Post storytellers comment,Post storytellers like,Post storytellers share,Post storytellers,Total Post reactions anger,Total Post reactions sorry,Total post reactions haha,Total post reactions like,Total post reactions love,Total post reactions wow,Updated At,Post Impressions Fans,Post Reactions Haha Total,Post Reactions Like Total,Post Reactions Love Total 1,Post Reactions Sorry Total,Post Reactions Wow Total,Post Stories Lifetime,Post Story Adds Comment Unique,Post Story Adds Comments,Post Story Adds Like Unique,Post Story Adds Like,Post Story Adds Share Unique,Post Story Ads Share
24933,0.023262343,0.074436745,0.051511613,1626,0.011586902,19,3/19/2017 7:10:20 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,491,1,153,461,580,706,1794,1985,24101,2843,3573,24101,24933,34962,0,0,27350,38535,27350,27350,38535,2843,3573,38535,2,2,6,6,1625,23,1520,1654,5,1503,23,1520,6,8,13,1554,3,42,3/19/2017 7:10:20 AM,33426,13,1554,3,8,42,1654,5,6,1503,1625,23,23
24933,0.023262343,0.074519730,0.051495577,1627,0.011586902,19,3/19/2017 8:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,491,1,153,461,580,706,1796,1985,24101,2843,3576,24101,24933,34971,0,0,27350,38547,27350,27350,38547,2843,3576,38547,2,2,6,6,1626,23,1520,1655,5,1503,23,1520,6,8,13,1555,3,42,3/19/2017 8:10:22 AM,33430,13,1555,3,8,42,1655,5,6,1503,1626,23,23
24975,0.023263263,0.074408584,0.051558691,1627,0.011569417,19,3/19/2017 9:10:31 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,493,1,153,463,581,708,1796,1988,24137,2843,3576,24137,24975,34982,0,0,27400,38558,27400,27400,38558,2843,3576,38558,2,2,6,6,1626,23,1520,1655,5,1503,23,1520,6,8,13,1555,3,42,3/19/2017 9:10:31 AM,33435,13,1555,3,8,42,1655,5,6,1503,1626,23,23
25013,0.023227922,0.074408584,0.051543986,1627,0.011569417,19,3/19/2017 10:10:20 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,494,1,153,464,581,709,1796,1988,24137,2843,3576,24137,25013,34993,0,0,27400,38569,27400,27400,38569,2843,3576,38569,2,2,6,6,1626,23,1520,1655,5,1503,23,1520,6,8,13,1555,3,42,3/19/2017 10:10:20 AM,33442,13,1555,3,8,42,1655,5,6,1503,1626,23,23
25039,0.023203802,0.074334672,0.051531961,1629,0.011569417,19,3/19/2017 11:10:18 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,494,1,153,464,581,709,1796,1988,24161,2843,3578,24161,25039,35000,0,0,27415,38578,27415,27415,38578,2843,3578,38578,2,2,6,6,1628,23,1520,1657,5,1503,23,1520,6,8,13,1557,3,42,3/19/2017 11:10:18 AM,33448,13,1557,3,8,42,1657,5,6,1503,1628,23,23
25046,0.023317097,0.074624395,0.051858187,1633,0.011494253,19,3/19/2017 12:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,497,1,153,466,584,712,1803,2001,24161,2847,3579,24161,25046,35007,0,0,27423,38586,27423,27423,38586,2847,3579,38586,2,2,6,6,1632,23,1528,1661,5,1512,23,1528,6,8,13,1561,3,42,3/19/2017 12:10:24 PM,33453,13,1561,3,8,42,1661,5,6,1512,1632,23,23
25069,0.023415374,0.074831340,0.051963527,1634,0.011465603,19,3/19/2017 1:10:17 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,503,1,153,469,587,718,1808,2006,24161,2851,3582,24161,25069,35022,0,0,27450,38604,27450,27450,38604,2851,3582,38604,2,2,6,6,1633,23,1531,1662,5,1514,23,1531,6,8,13,1562,3,42,3/19/2017 1:10:17 PM,33462,13,1562,3,8,42,1662,5,6,1514,1633,23,23
25069,0.023495153,0.074955507,0.052029109,1635,0.011448482,19,3/19/2017 2:10:46 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,505,1,153,471,589,720,1811,2009,24161,2851,3584,24161,25069,35029,0,0,27450,38613,27450,27450,38613,2851,3584,38613,2,2,6,6,1634,23,1533,1663,5,1516,23,1533,6,8,13,1563,3,42,3/19/2017 2:10:46 PM,33465,13,1563,3,8,42,1663,5,6,1516,1634,23,23
25069,0.023614823,0.075121063,0.052267785,1637,0.011391778,19,3/19/2017 3:10:19 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,507,1,153,474,592,722,1815,2019,24161,2855,3589,24161,25069,35039,0,0,27450,38628,27450,27450,38628,2855,3589,38628,2,2,6,6,1636,23,1537,1665,5,1520,23,1537,6,8,13,1565,3,42,3/19/2017 3:10:19 PM,33472,13,1565,3,8,42,1665,5,6,1520,1636,23,23
25069,0.023734493,0.075245230,0.052334610,1637,0.011374876,19,3/19/2017 4:10:36 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,512,1,153,476,595,727,1818,2022,24161,2855,3592,24161,25069,35044,0,0,27466,38636,27466,27466,38636,2855,3592,38636,2,2,6,6,1636,23,1537,1665,5,1520,23,1537,6,8,13,1565,3,42,3/19/2017 4:10:36 PM,33474,13,1565,3,8,42,1665,5,6,1520,1636,23,23
25069,0.023734493,0.075328008,0.052394629,1639,0.011358025,19,3/19/2017 5:10:22 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,514,1,153,476,595,729,1820,2025,24161,2855,3597,24161,25069,35052,0,0,27466,38649,27466,27466,38649,2855,3597,38649,2,2,6,6,1638,23,1539,1667,5,1522,23,1539,6,8,13,1567,3,42,3/19/2017 5:10:22 PM,33478,13,1567,3,8,42,1667,5,6,1522,1638,23,23
25069,0.023734493,0.075328008,0.052385141,1640,0.011358025,19,3/19/2017 6:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,515,1,153,476,595,730,1820,2025,24161,2855,3598,24161,25069,35058,0,0,27466,38656,27466,27466,38656,2855,3598,38656,2,2,6,6,1639,23,1539,1668,5,1522,23,1539,6,8,13,1568,3,42,3/19/2017 6:10:24 PM,33482,13,1568,3,8,42,1668,5,6,1522,1639,23,23
25069,0.023894052,0.075328008,0.052509053,1640,0.011330049,19,3/19/2017 7:10:34 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,519,1,153,480,599,734,1820,2030,24161,2855,3599,24161,25069,35061,0,0,27466,38660,27466,27466,38660,2855,3599,38660,2,2,6,6,1639,23,1539,1668,5,1522,23,1539,6,8,13,1568,3,42,3/19/2017 7:10:34 PM,33484,13,1568,3,8,42,1668,5,6,1522,1639,23,23
25069,0.023933942,0.075452175,0.052650634,1642,0.011296660,19,3/19/2017 8:10:22 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,524,1,153,483,600,739,1823,2036,24161,2859,3602,24161,25069,35068,0,0,27466,38670,27466,27466,38670,2859,3602,38670,2,2,6,6,1641,23,1541,1670,5,1524,23,1541,6,8,13,1570,3,42,3/19/2017 8:10:22 PM,33487,13,1570,3,8,42,1670,5,6,1524,1641,23,23
25069,0.024093502,0.075534953,0.052769016,1642,0.011268986,19,3/19/2017 9:10:27 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,530,1,153,486,604,745,1825,2041,24161,2859,3603,24161,25069,35075,0,0,27466,38678,27466,27466,38678,2859,3603,38678,2,2,6,6,1641,23,1541,1670,5,1524,23,1541,6,8,13,1570,3,42,3/19/2017 9:10:27 PM,33491,13,1570,3,8,42,1670,5,6,1524,1641,23,23
25069,0.024213172,0.075534953,0.052838383,1643,0.011252446,19,3/19/2017 10:10:20 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,532,1,153,489,607,747,1825,2044,24161,2863,3604,24161,25069,35080,0,0,27466,38684,27466,27466,38684,2863,3604,38684,2,2,6,6,1642,23,1543,1671,5,1526,23,1543,6,8,13,1571,3,42,3/19/2017 10:10:20 PM,33494,13,1571,3,8,42,1671,5,6,1526,1642,23,23
25069,0.024372731,0.075659120,0.052876415,1645,0.011241447,19,3/19/2017 11:10:21 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,537,1,153,493,611,752,1828,2046,24161,2867,3608,24161,25069,35086,0,0,27466,38694,27466,27466,38694,2867,3608,38694,2,2,6,6,1644,23,1543,1673,5,1526,23,1543,6,8,13,1573,3,42,3/19/2017 11:10:21 PM,33495,13,1573,3,8,42,1673,5,6,1526,1644,23,23
25069,0.024532291,0.075741898,0.053025996,1647,0.011208577,20,3/20/2017 12:10:24 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,542,1,153,497,615,757,1830,2052,24161,2867,3608,24161,25069,35090,0,0,27466,38698,27466,27466,38698,2867,3608,38698,2,2,6,6,1646,23,1547,1675,5,1531,23,1547,6,8,13,1575,3,42,3/20/2017 12:10:24 AM,33497,13,1575,3,8,42,1675,5,6,1531,1646,23,23
25069,0.024572181,0.075866065,0.053095287,1649,0.011192214,20,3/20/2017 1:10:13 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,544,1,153,498,616,759,1833,2055,24161,2867,3609,24161,25069,35095,0,0,27466,38704,27466,27466,38704,2867,3609,38704,2,2,6,6,1648,23,1550,1677,5,1533,23,1550,6,8,13,1577,3,42,3/20/2017 1:10:13 AM,33498,13,1577,3,8,42,1677,5,6,1533,1648,23,23
25069,0.024572181,0.075866065,0.053093916,1649,0.011192214,20,3/20/2017 2:10:14 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,544,1,153,498,616,759,1833,2055,24161,2867,3610,24161,25069,35095,0,0,27466,38705,27466,27466,38705,2867,3610,38705,2,2,6,6,1648,23,1550,1677,5,1533,23,1550,6,8,13,1577,3,42,3/20/2017 2:10:14 AM,33498,13,1577,3,8,42,1677,5,6,1533,1648,23,23
25088,0.024553571,0.075809587,0.053092544,1649,0.011192214,20,3/20/2017 3:10:14 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,544,1,153,498,616,759,1833,2055,24179,2867,3610,24179,25088,35096,0,0,27489,38706,27489,27489,38706,2867,3610,38706,2,2,6,6,1648,23,1550,1677,5,1533,23,1550,6,8,13,1577,3,42,3/20/2017 3:10:14 AM,33499,13,1577,3,8,42,1677,5,6,1533,1648,23,23
25088,0.024593431,0.075809587,0.053140097,1649,0.011181332,20,3/20/2017 4:10:18 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,545,1,153,499,617,760,1833,2057,24179,2867,3610,24179,25088,35099,0,0,27489,38709,27489,27489,38709,2867,3610,38709,2,2,6,6,1648,23,1550,1677,5,1533,23,1550,6,8,13,1577,3,42,3/20/2017 4:10:18 AM,33499,13,1577,3,8,42,1677,5,6,1533,1648,23,23
25088,0.024593431,0.075809587,0.053140097,1649,0.011181332,20,3/20/2017 5:10:36 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,545,1,153,499,617,760,1833,2057,24179,2867,3610,24179,25088,35099,0,0,27489,38709,27489,27489,38709,2867,3610,38709,2,2,6,6,1648,23,1550,1677,5,1533,23,1550,6,8,13,1577,3,42,3/20/2017 5:10:36 AM,33499,13,1577,3,8,42,1677,5,6,1533,1648,23,23
25088,0.024593431,0.075809587,0.053138724,1649,0.011181332,20,3/20/2017 6:10:37 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,545,1,153,499,617,760,1833,2057,24179,2867,3610,24179,25088,35100,0,0,27489,38710,27489,27489,38710,2867,3610,38710,2,2,6,6,1648,23,1550,1677,5,1533,23,1550,6,8,13,1577,3,42,3/20/2017 6:10:37 AM,33500,13,1577,3,8,42,1677,5,6,1533,1648,23,23
25088,0.024593431,0.075809587,0.053137351,1650,0.011181332,20,3/20/2017 7:10:20 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,545,1,153,499,617,760,1833,2057,24179,2867,3611,24179,25088,35100,0,0,27489,38711,27489,27489,38711,2867,3611,38711,2,2,6,6,1649,23,1550,1678,5,1533,23,1550,6,8,13,1578,3,42,3/20/2017 7:10:20 AM,33500,13,1578,3,8,42,1678,5,6,1533,1649,23,23
25088,0.024713010,0.075975020,0.053288216,1651,0.011148812,20,3/20/2017 8:10:21 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,547,1,153,502,620,762,1837,2063,24179,2867,3611,24179,25088,35103,0,0,27489,38714,27489,27489,38714,2867,3611,38714,2,2,6,6,1650,23,1552,1679,5,1535,23,1552,6,8,13,1579,3,42,3/20/2017 8:10:21 AM,33502,13,1579,3,8,42,1679,5,6,1535,1650,23,23
25088,0.024713010,0.075975020,0.053351927,1651,0.011616651,20,3/20/2017 9:10:43 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,547,1,153,502,620,762,1837,2066,24179,2867,3616,24179,25088,35108,0,0,27489,38724,27489,27489,38724,2867,3616,38724,2,2,6,6,1650,24,1554,1680,5,1535,24,1554,6,8,13,1579,3,42,3/20/2017 9:10:43 AM,33504,13,1579,3,8,42,1680,5,6,1535,1650,24,24
25088,0.024832589,0.075975020,0.053391165,1651,0.011605416,20,3/20/2017 10:10:18 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,550,1,153,504,623,765,1837,2068,24179,2871,3623,24179,25088,35110,0,0,27489,38733,27489,27489,38733,2871,3623,38733,2,2,6,6,1650,24,1554,1680,5,1535,24,1554,6,8,13,1579,3,42,3/20/2017 10:10:18 AM,33506,13,1579,3,8,42,1680,5,6,1535,1650,24,24
25088,0.024872449,0.075975020,0.053456197,1652,0.011588605,20,3/20/2017 11:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,551,1,153,506,624,766,1837,2071,24179,2875,3630,24179,25088,35112,0,0,27519,38742,27519,27519,38742,2875,3630,38742,2,2,6,6,1651,24,1556,1681,5,1537,24,1556,6,8,13,1580,3,42,3/20/2017 11:10:19 AM,33509,13,1580,3,8,42,1681,5,6,1537,1651,24,24
25088,0.024992028,0.075975020,0.053593085,1654,0.012036591,20,3/20/2017 12:10:19 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,554,1,153,508,627,769,1837,2077,24179,2880,3638,24179,25088,35117,0,0,27519,38755,27519,27519,38755,2880,3638,38755,2,2,6,6,1653,25,1558,1684,5,1539,25,1558,6,8,13,1580,3,44,3/20/2017 12:10:19 PM,33512,13,1580,3,8,44,1684,5,6,1539,1653,25,25
25088,0.024992028,0.075975020,0.053593085,1654,0.012036591,20,3/20/2017 1:10:23 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,212,3,554,1,153,508,627,769,1837,2077,24179,2880,3638,24179,25088,35117,0,0,27519,38755,27519,27519,38755,2880,3638,38755,2,2,6,6,1653,25,1558,1684,5,1539,25,1558,6,8,13,1580,3,44,3/20/2017 1:10:23 PM,33512,13,1580,3,8,44,1684,5,6,1539,1653,25,25
25088,0.025191327,0.076181811,0.053774534,1656,0.011990408,20,3/20/2017 2:10:27 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,561,1,153,515,632,777,1842,2085,24179,2892,3647,24179,25088,35126,0,0,27519,38773,27519,27519,38773,2892,3647,38773,2,2,6,6,1655,25,1562,1686,5,1543,25,1562,6,8,13,1582,3,44,3/20/2017 2:10:27 PM,33517,13,1582,3,8,44,1686,5,6,1543,1655,25,25
25088,0.025191327,0.076181811,0.053774534,1656,0.011990408,20,3/20/2017 3:10:26 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,561,1,153,515,632,777,1842,2085,24179,2892,3647,24179,25088,35126,0,0,27519,38773,27519,27519,38773,2892,3647,38773,2,2,6,6,1655,25,1562,1686,5,1543,25,1562,6,8,13,1582,3,44,3/20/2017 3:10:26 PM,33517,13,1582,3,8,44,1686,5,6,1543,1655,25,25
25088,0.025191327,0.076181811,0.053774534,1656,0.011990408,20,3/20/2017 4:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,561,1,153,515,632,777,1842,2085,24179,2892,3647,24179,25088,35126,0,0,27519,38773,27519,27519,38773,2892,3647,38773,2,2,6,6,1655,25,1562,1686,5,1543,25,1562,6,8,13,1582,3,44,3/20/2017 4:10:24 PM,33517,13,1582,3,8,44,1686,5,6,1543,1655,25,25
25088,0.025310906,0.076388602,0.053947470,1660,0.011944577,20,3/20/2017 5:10:28 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,565,1,153,518,635,781,1847,2093,24179,2904,3657,24179,25088,35140,0,0,27519,38797,27519,27519,38797,2904,3657,38797,2,2,6,6,1659,25,1569,1690,5,1550,25,1569,6,8,13,1585,3,45,3/20/2017 5:10:28 PM,33525,13,1585,3,8,45,1690,5,6,1550,1659,25,25
25088,0.025310906,0.076388602,0.053947470,1660,0.011944577,20,3/20/2017 6:10:17 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,565,1,153,518,635,781,1847,2093,24179,2904,3657,24179,25088,35140,0,0,27519,38797,27519,27519,38797,2904,3657,38797,2,2,6,6,1659,25,1569,1690,5,1550,25,1569,6,8,13,1585,3,45,3/20/2017 6:10:17 PM,33525,13,1585,3,8,45,1690,5,6,1550,1659,25,25
25088,0.025430485,0.076512676,0.054077032,1663,0.011910434,20,3/20/2017 7:10:53 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,568,1,153,522,638,784,1850,2099,24179,2908,3667,24179,25088,35148,0,0,27519,38815,27519,27519,38815,2908,3667,38815,2,2,6,6,1662,25,1571,1693,5,1552,25,1571,6,8,13,1588,3,45,3/20/2017 7:10:53 PM,33530,13,1588,3,8,45,1693,5,6,1552,1662,25,25
25088,0.025430485,0.076512676,0.054068674,1663,0.011910434,20,3/20/2017 8:10:59 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,570,1,153,522,638,786,1850,2099,24179,2908,3671,24179,25088,35150,0,0,27519,38821,27519,27519,38821,2908,3671,38821,2,2,6,6,1662,25,1571,1693,5,1552,25,1571,6,8,13,1588,3,45,3/20/2017 8:10:59 PM,33530,13,1588,3,8,45,1693,5,6,1552,1662,25,25
25088,0.025430485,0.076512676,0.054067281,1663,0.011910434,20,3/20/2017 9:10:22 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,570,1,153,522,638,786,1850,2099,24179,2908,3671,24179,25088,35151,0,0,27519,38822,27519,27519,38822,2908,3671,38822,2,2,6,6,1662,25,1571,1693,5,1552,25,1571,6,8,13,1588,3,45,3/20/2017 9:10:22 PM,33530,13,1588,3,8,45,1693,5,6,1552,1662,25,25
25088,0.025430485,0.076512676,0.054067281,1663,0.011910434,20,3/20/2017 10:10:33 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,570,1,153,522,638,786,1850,2099,24179,2908,3671,24179,25088,35151,0,0,27519,38822,27519,27519,38822,2908,3671,38822,2,2,6,6,1662,25,1571,1693,5,1552,25,1571,6,8,13,1588,3,45,3/20/2017 10:10:33 PM,33530,13,1588,3,8,45,1693,5,6,1552,1662,25,25
25088,0.025510204,0.076802184,0.054321242,1667,0.011848341,20,3/20/2017 11:10:24 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,572,1,153,525,640,788,1857,2110,24179,2917,3681,24179,25088,35162,0,0,27521,38843,27521,27521,38843,2917,3681,38843,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/20/2017 11:10:24 PM,33539,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025510204,0.076802184,0.054321242,1667,0.011848341,21,3/21/2017 12:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,572,1,153,525,640,788,1857,2110,24179,2917,3681,24179,25088,35162,0,0,27521,38843,27521,27521,38843,2917,3681,38843,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 12:10:19 AM,33539,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025510204,0.076802184,0.054321242,1667,0.011848341,21,3/21/2017 1:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,572,1,153,525,640,788,1857,2110,24179,2917,3681,24179,25088,35162,0,0,27521,38843,27521,27521,38843,2917,3681,38843,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 1:10:19 AM,33539,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 2:10:16 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 2:10:16 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 3:10:29 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 3:10:29 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 4:10:25 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 4:10:25 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 5:10:16 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 5:10:16 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 6:10:30 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 6:10:30 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 7:10:26 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 7:10:26 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25088,0.025629783,0.077008975,0.054437352,1667,0.011820331,21,3/21/2017 8:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,575,1,153,527,643,791,1862,2115,24179,2917,3686,24179,25088,35166,0,0,27521,38852,27521,27521,38852,2917,3686,38852,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 8:10:22 AM,33541,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25095,0.025622634,0.077008975,0.054427546,1667,0.011820331,21,3/21/2017 9:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,576,1,153,529,643,792,1862,2115,24179,2921,3689,24179,25095,35170,0,0,27529,38859,27529,27529,38859,2921,3689,38859,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 9:10:22 AM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25095,0.025622634,0.077008975,0.054427546,1667,0.011820331,21,3/21/2017 10:10:19 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,576,1,153,529,643,792,1862,2115,24179,2921,3689,24179,25095,35170,0,0,27529,38859,27529,27529,38859,2921,3689,38859,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 10:10:19 AM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25095,0.025622634,0.077008975,0.054427546,1667,0.011820331,21,3/21/2017 11:10:22 AM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,580,1,153,529,643,792,1862,2115,24179,2921,3689,24179,25095,35170,0,0,27529,38859,27529,27529,38859,2921,3689,38859,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 11:10:22 AM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025897446,0.077133049,0.054494931,1667,0.011803588,21,3/21/2017 12:10:25 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,580,1,153,535,650,798,1865,2118,24179,2921,3691,24179,25099,35175,0,0,27535,38866,27535,27535,38866,2921,3691,38866,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 12:10:25 PM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025897446,0.077133049,0.054494931,1667,0.011803588,21,3/21/2017 1:10:23 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,583,1,153,535,650,798,1865,2118,24179,2921,3691,24179,25099,35175,0,0,27535,38866,27535,27535,38866,2921,3691,38866,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 1:10:23 PM,33542,13,1592,3,8,45,1697,5,6,1558,1666,25,25
25099,0.025937288,0.077133049,0.054559486,1667,0.011786893,21,3/21/2017 2:10:30 PM,58ca253ae04033ff8d2c8bd7,222530618111374_403382763359491,1,213,3,583,1,153,537,651,800,1865,2121,24179,2921,3696,24179,25099,35179,0,0,27535,38875,27535,27535,38875,2925,3696,38875,2,2,6,6,1666,25,1578,1697,5,1558,25,1578,6,8,13,1592,3,45,3/21/2017 2:10:30 PM,33545,13,1592,3,8,45,1697,5,6,1558,1666,25,25
